Node ID	Title	Body	Year	Category	Course	DateCreated	Repository	Collection	Source	Copyright	Production Company	Copyright Notes	Film Title	Director	Photographer	Form/Genre	Location	Physical Description	Notes	File path	File id	File: Name	All Files	Image: Display Image
429	Registration Form for The Second Annual Robert Flaherty Seminar August 21 through August 30th  1956	Source:هتBox 6  Folder 16Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel Papers Year:هت1956Notes:هتVisible Evidence	1956		Documentary Tradition	1956	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 16										Visible Evidence					
199	Reseach still (small print) with baby on foreground and mother on the background  at a different room	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102044.jpg	355	_original	_original | thumbnail | preview	
199	Reseach still (small print) with baby on foreground and mother on the background  at a different room	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102044.thumbnail.jpg	356	thumbnail	_original | thumbnail | preview	
199	Reseach still (small print) with baby on foreground and mother on the background  at a different room	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102044.preview.jpg	357	preview	_original | thumbnail | preview	
184	Research still (Kovach Brox | Ornamental Iron Works")"	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102029.jpg	310	_original	_original | thumbnail | preview	
184	Research still (Kovach Brox | Ornamental Iron Works")"	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102029.thumbnail.jpg	311	thumbnail	_original | thumbnail | preview	
184	Research still (Kovach Brox | Ornamental Iron Works")"	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102029.preview.jpg	312	preview	_original | thumbnail | preview	
196	Research still (2 children inside the service area of a house; white sink on the left  background) - F45-4	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102041.jpg	346	_original	_original | thumbnail | preview	
196	Research still (2 children inside the service area of a house; white sink on the left  background) - F45-4	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102041.thumbnail.jpg	347	thumbnail	_original | thumbnail | preview	
196	Research still (2 children inside the service area of a house; white sink on the left  background) - F45-4	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102041.preview.jpg	348	preview	_original | thumbnail | preview	
182	Research still (back of a house)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102027.jpg	304	_original	_original | thumbnail | preview	
182	Research still (back of a house)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102027.thumbnail.jpg	305	thumbnail	_original | thumbnail | preview	
182	Research still (back of a house)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102027.preview.jpg	306	preview	_original | thumbnail | preview	
201	Research still (children in the kitchen  stove on the right)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102046.jpg	361	_original	_original | thumbnail | preview	
201	Research still (children in the kitchen  stove on the right)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102046.thumbnail.jpg	362	thumbnail	_original | thumbnail | preview	
201	Research still (children in the kitchen  stove on the right)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102046.preview.jpg	363	preview	_original | thumbnail | preview	
185	Research Still (groceries window shop)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102030.jpg	313	_original	_original | thumbnail | preview	
185	Research Still (groceries window shop)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102030.thumbnail.jpg	314	thumbnail	_original | thumbnail | preview	
185	Research Still (groceries window shop)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102030.preview.jpg	315	preview	_original | thumbnail | preview	
181	Research still (houses on the right side  billboard on left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102026.jpg	301	_original	_original | thumbnail | preview	
181	Research still (houses on the right side  billboard on left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102026.thumbnail.jpg	302	thumbnail	_original | thumbnail | preview	
181	Research still (houses on the right side  billboard on left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102026.preview.jpg	303	preview	_original | thumbnail | preview	
186	Research Still (men lined in front of Michigan Unemployment Compensation Commission)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102031.jpg	316	_original	_original | thumbnail | preview	
186	Research Still (men lined in front of Michigan Unemployment Compensation Commission)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102031.thumbnail.jpg	317	thumbnail	_original | thumbnail | preview	
186	Research Still (men lined in front of Michigan Unemployment Compensation Commission)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102031.preview.jpg	318	preview	_original | thumbnail | preview	
200	Research still (mother changing baby's diapers on a table  with a little boy on the left  foreground)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102045.jpg	358	_original	_original | thumbnail | preview	
200	Research still (mother changing baby's diapers on a table  with a little boy on the left  foreground)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102045.thumbnail.jpg	359	thumbnail	_original | thumbnail | preview	
200	Research still (mother changing baby's diapers on a table  with a little boy on the left  foreground)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102045.preview.jpg	360	preview	_original | thumbnail | preview	
187	Research still (people in front of City of Cleveland EDCR Surplus Commodities Distribution)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102032.jpg	319	_original	_original | thumbnail | preview	
187	Research still (people in front of City of Cleveland EDCR Surplus Commodities Distribution)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102032.thumbnail.jpg	320	thumbnail	_original | thumbnail | preview	
187	Research still (people in front of City of Cleveland EDCR Surplus Commodities Distribution)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102032.preview.jpg	321	preview	_original | thumbnail | preview	
206	Research still (tent mounted by a truck  with boy to the left of the opening)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 46  Folder 1 Series III.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 46  Folder 1 Series III.3	Photograph		sites/files/gainesfilm/images/1000102051.jpg	376	_original	_original | thumbnail | preview	
206	Research still (tent mounted by a truck  with boy to the left of the opening)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 46  Folder 1 Series III.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 46  Folder 1 Series III.3	Photograph		sites/files/gainesfilm/images/1000102051.thumbnail.jpg	377	thumbnail	_original | thumbnail | preview	
206	Research still (tent mounted by a truck  with boy to the left of the opening)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 46  Folder 1 Series III.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 46  Folder 1 Series III.3	Photograph		sites/files/gainesfilm/images/1000102051.preview.jpg	378	preview	_original | thumbnail | preview	
180	Research Still (wall signs)	Source:هت•بہRepository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers	•بہ								Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102025.jpg	298	_original	_original | thumbnail | preview	
180	Research Still (wall signs)	Source:هت•بہRepository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers	•بہ								Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102025.thumbnail.jpg	299	thumbnail	_original | thumbnail | preview	
180	Research Still (wall signs)	Source:هت•بہRepository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers	•بہ								Box 37  Folder 2 Series II.3	Photograph		sites/files/gainesfilm/images/1000102025.preview.jpg	300	preview	_original | thumbnail | preview	
202	Research still (woman carrying a baby; hat hung on the wall in the foreground  left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102047.jpg	364	_original	_original | thumbnail | preview	
202	Research still (woman carrying a baby; hat hung on the wall in the foreground  left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102047.thumbnail.jpg	365	thumbnail	_original | thumbnail | preview	
202	Research still (woman carrying a baby; hat hung on the wall in the foreground  left)	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 37  Folder 3 Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 37  Folder 3 Series II.3	Photograph		sites/files/gainesfilm/images/1000102047.preview.jpg	366	preview	_original | thumbnail | preview	
195	Research still (woman gives baby a bath) - F8-33	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102040.jpg	343	_original	_original | thumbnail | preview	
195	Research still (woman gives baby a bath) - F8-33	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102040.thumbnail.jpg	344	thumbnail	_original | thumbnail | preview	
195	Research still (woman gives baby a bath) - F8-33	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 35  Series II.3Physical Description:هتPhotograph					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 35  Series II.3	Photograph		sites/files/gainesfilm/images/1000102040.preview.jpg	345	preview	_original | thumbnail | preview	
443	Research Still - Ecce Homo location scout - Child sits on hill overlooking town	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz PapersCopyright Notes:هتEthnographic photo attributed to Ed Locke; from Ecce Homo Location Scout		Documentary Tradition			Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers				Ethnographic photo attributed to Ed Locke; from Ecce Homo Location Scout												
112	Rex Theater	Repository:هتMuseum of Modern ArtYear:هت1912Notes:هتRex Theater  Hannibal  Missouri; April 4  1912	1912	Silent African American Cinema	Historiography	1912	Museum of Modern Art												Rex Theater  Hannibal  Missouri; April 4  1912					
113	Rex Theater Blow-up	Repository:هتMuseum of Modern Art		Silent African American Cinema	Historiography		Museum of Modern Art																	
270	Robert and Frances (?) Flaherty looking at film negatives	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102115.jpg	568	_original	_original | thumbnail | preview	
270	Robert and Frances (?) Flaherty looking at film negatives	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102115.thumbnail.jpg	569	thumbnail	_original | thumbnail | preview	
270	Robert and Frances (?) Flaherty looking at film negatives	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102115.preview.jpg	570	preview	_original | thumbnail | preview	
264	Robert Redford's letter to Goldman on brown paper (The Movie Goer")"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتGoldman  William PapersYear:هت1970Location:هتBox 213  Folder Redford  RobertPhysical Description:هتBrown envelope and handwritten letter on similar paperNotes:هتBack reads: On the occasion of taking Jenny (?) and Shawn (?) to Singing in the Rain | Plaza Theatre | 1/29/1970" "	1970	Celebrity Culture	Historiography	1970	Rare Book & Manuscript Library  Columbia University	Goldman  William Papers									Box 213  Folder Redford  Robert	Brown envelope and handwritten letter on similar paper	Back reads: On the occasion of taking Jenny (?) and Shawn (?) to Singing in the Rain | Plaza Theatre | 1/29/1970" "					
266	Robert Redford's letter to Goldman  from Switzerland	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتGoldman  William PapersLocation:هتBox 213  Folder Redford  RobertPhysical Description:هتHandwritten letter on white paper  letterhead Wildwood Productions  Inc'""		Celebrity Culture	Historiography		Rare Book & Manuscript Library  Columbia University	Goldman  William Papers									Box 213  Folder Redford  Robert	Handwritten letter on white paper  letterhead Wildwood Productions  Inc'""						
265	Scene Breakdown for The Right Stuff" "	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتGoldman  William PapersYear:هت1980Film Title:هتThe Right StuffLocation:هتBox 120  Folder 2Director:هتPhilip Kaufman	1980	Motion Picture Screenplay Development	Historiography	1980	Rare Book & Manuscript Library  Columbia University	Goldman  William Papers					The Right Stuff	Philip Kaufman			Box 120  Folder 2							
236	Scene Photo: Marion Davies(?)	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1923Film Title:هتLittle Old New YorkLocation:هتBox 27  Folder 13Physical Description:هتPhotographNotes:هتwith Marion Davies    Yes  that seems to definitely be Marion Davies: http://www.imdb.com/media/rm3798898688/nm0203836.	1923	Celebrity Culture	Historiography	1923	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Little Old New York				Box 27  Folder 13	Photograph	with Marion Davies    Yes  that seems to definitely be Marion Davies: http://www.imdb.com/media/rm3798898688/nm0203836.					
232	Scene photo: two dolls sitting on wall	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1922Film Title:هتBeauty's WorthLocation:هتBox 27  Folder 10Director:هتRobert G. VignolaPhysical Description:هتPhotographNotes:هتreleased march 26  1922	1922	Motion Picture Set Design	Historiography	1922	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Beauty's Worth	Robert G. Vignola			Box 27  Folder 10	Photograph	released march 26  1922					
223	Scene Photograph (couple in a garden/balcony)	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1920Film Title:هتHumoresqueLocation:هتBox 26  Folder 2Director:هتFrank Borzage Notes:هتWritten by Frances Marion	1920	Motion Picture Set Design	Historiography	1920	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Humoresque	Frank Borzage 			Box 26  Folder 2		Written by Frances Marion					
221	Scene Photograph  large crowd of people	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1920Film Title:هتThe GolemLocation:هتBox 26  Folder 1Director:هتPaul Wegener and Carl BoeseNotes:هت•بہ•بہ•بہ	1920	Motion Picture Set Design	Historiography	1920	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					The Golem	Paul Wegener and Carl Boese			Box 26  Folder 1		•بہ•بہ•بہ					
228	Scene photograph: bride and groom	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1921Film Title:هتBride's PlayLocation:هتBox 26  Folder 10Physical Description:هتPhotographNotes:هتwith Marion Davies.	1921	Motion Picture Set Design	Historiography	1921	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Bride's Play				Box 26  Folder 10	Photograph	with Marion Davies.					
234	Scene photograph: Marion Davies in center  surrounded by swordmen	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1922Film Title:هتWhen Knighthood Was in FlowerLocation:هتBox 27  Folder 11Director:هتRobert G. VignolaPhysical Description:هتPhotographNotes:هتwith Marion Davies	1922	Motion Picture Set Design	Historiography	1922	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					When Knighthood Was in Flower	Robert G. Vignola			Box 27  Folder 11	Photograph	with Marion Davies					
278	Scrapbook  p. 1  photo 1 R: Restless Sex  Ball of Gods	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتRestless SexLocation:هتBox C6  p. 1  #1Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Restless Sex				Box C6  p. 1  #1	Photograph						
279	Scrapbook  p. 11  top photo: Runners Rest""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتHumoresqueLocation:هتBox C6  p. 11 (top)Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Humoresque				Box C6  p. 11 (top)	Photograph						
280	Scrapbook  p. 20  photo 10: Cantor Brass Shop""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتHumoresqueLocation:هتBox C6  p. 20  #10Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Humoresque				Box C6  p. 20  #10	Photograph						
281	Scrapbook  p. 28  photo 4:  Patio""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتWorld and His WifeLocation:هتBox C6  p. 28  #4Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					World and His Wife				Box C6  p. 28  #4	Photograph						
282	Scrapbook  p. 73  photo 5: Spanish Window""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتBuried TreasuresLocation:هتBox C6  p. 73  #5Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Buried Treasures				Box C6  p. 73  #5	Photograph						
283	Scrapbook  p. 83  photo 22: Pauline's Bedroom""	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersFilm Title:هتBuried TreasuresLocation:هتBox C6  p. 83  #22Physical Description:هتPhotograph		Motion Picture Set Design	Historiography		Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Buried Treasures				Box C6  p. 83  #22	Photograph						
263	Script: Butch Cassidy and the Sundance Kid" - Page numbered -4-"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتGoldman  William PapersYear:هت1968Film Title:هتButch Cassidy and the Sundance KidLocation:هتBox 12  Folder 1Director:هتGeorge Roy HillPhysical Description:هتYellow typed page with handwritting. Top reads: BUTCH | -- from way back then?""	1968	Motion Picture Screenplay Development	Historiography	1968	Rare Book & Manuscript Library  Columbia University	Goldman  William Papers					Butch Cassidy and the Sundance Kid	George Roy Hill			Box 12  Folder 1	Yellow typed page with handwritting. Top reads: BUTCH | -- from way back then?""						
224	Set design Photograph	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1920Film Title:هتResltess SexLocation:هتBox 26  Folder 3Director:هتRobert Z. LeonardNotes:هتwith Marion Davies Back reads: lit by the director"  December 9  1920"	1920	Motion Picture Set Design	Historiography	1920	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Resltess Sex	Robert Z. Leonard			Box 26  Folder 3		with Marion Davies Back reads: lit by the director"  December 9  1920"					
225	Sketch for Buried Treasure" - color drawing"	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1921Film Title:هتBuried TreasureLocation:هتBox 26  Folder 7Director:هتGeorge D. BakerPhysical Description:هتColor drawingNotes:هتwith Marion Davies	1921	Motion Picture Set Design	Historiography	1921	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers					Buried Treasure	George D. Baker			Box 26  Folder 7	Color drawing	with Marion Davies					
